Id,FirstName,LastName,Gender,Birthday
1349,Kirk,Gallegos,2,10-26-1973
1350,Carol,Banks,1,04-15-2007
1351,Justin,Woodward,1,08-27-1964
1352,Gregg,Brennan,2,03-19-1961
1353,Angelique,Kaufman,1,05-06-1978
1354,Kristina,Combs,1,05-05-1990
1355,Ronda,Russo,2,10-14-1992
1356,Melvin,Mata,2,10-11-1959
1357,Dustin,Griffith,1,08-01-1987
1358,Harvey,Stephens,1,09-04-1972
1359,Joe,Gilmore,1,06-18-1983
1360,Alonzo,Reynolds,2,04-24-1982
1361,Kristin,Cox,2,09-14-1974
1362,Marcos,Cox,2,11-21-1961
1363,Adrian,Jordan,1,06-25-1983
1364,Jasmine,Norman,1,08-19-2003
1365,Anitra,Decker,1,10-20-1995
1366,Bill,Novak,2,03-14-1987
1367,Ann,Kerr,2,12-16-1975
1368,Dean,Foster,1,04-30-1985
1369,Mason,Ramsey,1,09-22-1968
1370,,Bauer,2,03-28-1999
1371,Orlando,Booker,2,09-15-1960
1372,,Odom,2,12-28-2001
1373,Jay,Ortiz,2,05-10-1964
1374,Milton,Romero,1,10-06-1979
1375,Javier,Dougherty,2,12-16-1985
1376,Ernesto,Barajas,2,10-30-1956
1377,Mike,Whitaker,1,08-14-2006
1378,Vicky,Jensen,1,11-25-1962
1379,Keri,Meyer,2,12-10-1976
1380,Dawn,Brady,2,07-16-1978
1381,Devin,Sparks,2,05-25-1953
1382,Melody,Hurst,1,12-17-1963
1383,Scot,Crane,1,07-04-2006
1384,Beth,Reeves,1,04-23-2003
1385,Mario,Chambers,2,05-11-1993
1386,Gene,Herrera,2,12-01-2006
1387,Shanna,Thompson,2,04-13-1990
1388,Leanne,Yates,1,08-25-1967
1389,Moses,Meyers,2,03-21-1998
1390,Karla,Rangel,1,03-19-1992
1391,Tyler,Gordon,2,10-07-1999
1392,Teresa,Chan,1,02-03-1984
1393,Doris,Velez,1,06-27-1990
1394,Katherine,Greene,2,10-12-1996
1395,Virginia,Buchanan,2,09-28-1955
1396,Tonia,Rich,2,09-13-1977
1397,Jerry,Levine,1,12-27-1969
1398,Latasha,,1,01-08-2007
1399,Rosa,Pittman,1,06-21-1954
1400,Tami,Gillespie,2,12-03-1969
1401,Myra,Parsons,2,05-08-1974
1402,Tracie,Ware,2,02-05-1982
1403,Melinda,Huang,1,01-11-2002
1404,Rachael,Weeks,1,07-31-1982
1405,Olivia,Bell,1,08-01-1999
1406,Bryon,Barber,2,08-29-1970
1407,Jamey,Bray,1,11-07-2004
1408,Jeffery,,2,07-30-2006
1409,Sonny,Clayton,2,05-21-1957
1410,Joanne,Calhoun,2,12-15-1988
1411,Ricardo,Melendez,2,02-25-1961
1412,Helen,Johns,2,09-07-1977
1413,Peter,Bush,1,09-24-2003
1414,Mandi,Owens,1,12-04-1957
1415,Donovan,Jackson,2,11-30-1981
1416,Brock,Howell,2,09-29-1963
1417,Floyd,Hancock,2,05-19-1963
1418,Ismael,Cortez,2,03-03-1988
1419,Eva,Carlson,1,04-10-1963
1420,Jamison,Sexton,2,11-18-1996
1421,Sherri,Romero,2,11-30-2004
1422,Katherine,Luna,2,04-23-1961
1423,Jake,Estes,1,02-08-1995
1424,Dewayne,Bishop,1,07-05-1984
1425,Raquel,Bass,2,06-21-2007
1426,Jacquelyn,Hancock,1,08-12-1984
1427,Teri,Steele,1,07-03-1964
1428,Adam,Hammond,1,07-28-1975
1429,Betsy,Carlson,2,01-08-1977
1430,Ira,Mullen,2,04-04-1961
1431,Allan,Small,2,11-02-1994
1432,Jolene,Ferguson,1,08-05-2007
1433,Keri,Cooper,1,06-07-1961
1434,Tyson,Forbes,1,01-09-1960
1435,Monica,Flynn,1,03-10-1957
1436,Lesley,Valenzuela,1,04-18-1979
1437,Kent,Rocha,1,12-05-1969
1438,Garrett,Hickman,2,12-05-1976
1439,Dwight,Haas,1,09-22-1956
1440,Cary,Reilly,1,09-14-1975
1441,Lance,Vang,1,01-24-1955
1442,Kelley,Simon,2,09-13-1991
1443,Dan,Grimes,2,04-07-1963
1444,Joseph,Walters,2,04-06-1962
1445,Krystal,Hendricks,1,01-24-1984
1446,Lorie,Choi,2,01-30-1975
1447,Wade,Manning,1,05-10-1988
1448,Bryant,Lewis,1,07-24-1985
1449,Brendan,Hammond,2,11-14-1967
1450,Rodolfo,Tyler,1,12-29-1999
1451,Bryant,Bond,1,04-28-1967
1452,Dena,Coleman,1,10-24-1989
1453,Frederick,Juarez,2,10-01-1996
1454,Yolanda,Fernandez,2,08-01-1965
1455,Israel,Campos,2,01-02-1973
1456,Angelo,Acosta,1,01-15-1966
1457,Judy,Randall,2,12-27-1994
1458,,Juarez,2,07-10-1970
1459,Jason,Tucker,1,02-08-1983
1460,Jose,Washington,2,12-21-1967
1461,Marianne,Bartlett,1,02-26-1959
1462,Charlotte,Pollard,1,04-14-1982
1463,Ronnie,Jacobson,1,07-22-1982
1464,Heath,Small,1,02-15-2004
1465,Freddie,Diaz,1,02-12-2002
1466,Raquel,Roberson,1,07-22-1961
1467,Cesar,Horn,2,04-02-1969
1468,Jodi,Espinoza,1,09-16-1996
1469,Kerry,Harrell,1,09-27-1953
1470,Sean,Nunez,2,08-16-1955
1471,Clint,Drake,2,10-24-2001
1472,Clint,Sampson,2,06-13-1994
1473,Dina,Juarez,2,06-12-1984
1474,Danielle,Ingram,1,07-27-1995
1475,Roberto,Nielsen,1,10-26-1994
1476,Lance,Glass,1,03-20-1966
1477,Kerri,Hardin,2,01-16-2006
1478,Franklin,Valencia,2,11-04-1985
1479,Micah,Salinas,2,06-12-1953
1480,Lynette,Snow,1,05-22-1985
1481,Elaine,Watkins,1,04-02-2004
1482,Trevor,Nunez,1,12-09-1986
1483,Jeremy,Cooke,1,09-14-1960
1484,Isabel,Hendricks,1,01-10-1985
1485,Cara,Schultz,1,12-06-2001
1486,Miriam,Anthony,2,
1487,Lamont,Rocha,2,01-09-1958
1488,Abraham,O'Connell,1,11-05-1963
1489,Telly,Hood,1,11-05-2003
1490,Jamey,Kim,1,01-05-1995
1491,Miriam,Olson,2,02-22-1999
1492,Alison,Frazier,1,04-21-1992
1493,Elisabeth,Salas,2,05-27-2007
1494,Ruben,Mayer,1,10-26-2001
1495,Monte,Roberts,2,10-02-1996
1496,Karin,Carter,1,07-19-1969
1497,Vicky,Mcclain,1,10-11-1980
1498,Steven,Bird,1,02-23-1962
1499,Jamison,Spencer,2,02-19-1967
1500,Priscilla,Fernandez,1,02-22-1968
1501,Kristian,Wong,2,07-05-1975
1502,Joan,Hill,2,10-31-1958
1503,Earnest,Quinn,1,08-24-1999
1504,Louis,Castillo,2,10-28-1984
1505,Elias,Frey,1,03-31-1965
1506,Tabitha,Mccall,2,03-06-2006
1507,Rusty,Blackwell,1,11-14-1980
1508,Derrick,Carney,2,05-15-1958
1509,Angelique,Goodwin,1,03-09-1954
1510,Cedric,Hutchinson,2,10-06-1978
1511,Bill,Hancock,1,10-17-1959
1512,Brandy,Archer,2,12-30-1967
1513,Elaine,Holden,2,02-22-1962
1514,Jay,Hampton,1,01-28-1970
1515,Rachelle,Mccann,2,09-18-2005
1516,Amber,Hodges,1,09-18-1971
1517,Lindsey,Pollard,2,03-19-1980
1518,Jenifer,Joyce,2,07-31-1974
1519,Cecil,Sherman,1,07-11-2005
1520,Kisha,Lloyd,2,03-13-1955
1521,Anitra,Duffy,2,02-03-1997
1522,Priscilla,Yoder,1,09-16-2005
1523,Yvette,Villa,1,05-28-1973
1524,Leticia,Fuentes,2,09-12-1954
1525,Kimberley,Moreno,1,08-04-1962
1526,Christian,Peters,1,04-26-1971
1527,Angelia,Knight,1,05-29-2002
1528,Tyrone,Grimes,1,08-16-2000
1529,Kristen,Paul,1,09-09-1995
1530,Candice,Conway,2,01-08-1979
1531,Anne,Reyes,1,01-16-1967
1532,Francisco,Mc Millan,1,01-25-1957
1533,Amy,Hodges,2,11-29-1991
1534,April,Byrd,2,09-14-1970
1535,Sean,Curry,1,12-08-1985
1536,Doris,Gardner,1,07-24-1979
1537,Julie,Cantrell,1,08-11-1957
1538,Carol,Rubio,2,02-12-1955
1539,Keri,Ho,1,06-15-2003
1540,Lawanda,Lara,1,11-06-1986
1541,Sarah,Bonilla,1,01-23-1974
1542,Jocelyn,Morse,1,08-26-2007
1543,Naomi,Buchanan,1,08-29-1962
1544,Calvin,Proctor,1,01-31-1978
1545,Cathy,Leon,2,03-22-1988
1546,Ira,Weaver,2,02-25-1984
1547,Demond,Swanson,2,02-28-1983
1548,Forrest,Grant,1,04-30-1990
1549,Serena,Sanford,2,02-07-2004
1550,Autumn,Valencia,2,01-15-1978
1551,Dean,Gonzales,2,05-01-1997
1552,Marjorie,Mc Intyre,1,03-14-1959
1553,Cherie,Briggs,1,08-13-1964
1554,Joseph,Woodard,1,12-09-1964
1555,Willie,Fletcher,1,01-17-1979
1556,Candice,Roberson,2,10-18-1977
1557,Irene,Williamson,2,06-03-1993
1558,Owen,Moses,1,12-12-1997
1559,Frances,Fritz,1,03-27-1975
1560,Sonja,Hebert,2,12-05-2001
1561,Roxanne,Davenport,2,10-08-1956
1562,Gerald,Phillips,2,
1563,Elijah,Richard,1,03-29-1988
1564,Rachael,Jacobson,2,09-05-1970
1565,Jodi,Massey,2,02-28-1983
1566,Tracie,David,2,09-20-1964
1567,Alonzo,Fuentes,1,09-22-1955
1568,Ricardo,Glenn,2,01-30-1984
1569,Ericka,Hill,2,06-10-1999
1570,Lawanda,Lozano,1,02-20-1992
1571,Jake,Aguirre,1,02-26-1979
1572,Jean,Ward,1,02-08-1967
1573,Francis,Moreno,2,02-05-1978
1574,Marci,Daugherty,2,02-14-1979
1575,Derek,Mathis,1,09-06-1971
1576,Jamal,Cooper,2,02-17-1989
1577,Gregg,Lynch,1,06-10-1997
1578,Melisa,Estes,2,01-20-1996
1579,Warren,Phillips,1,04-27-2003
1580,Amber,Bright,2,06-21-1974
1581,Jamal,Everett,2,06-09-1986
1582,Melody,Garcia,2,02-25-1996
1583,Ericka,Gentry,2,01-30-1965
1584,Ronald,Spears,2,07-08-2004
1585,Tracy,Vincent,1,08-26-1970
1586,Bonnie,Lyons,2,09-08-1989
1587,Tim,Rios,2,11-04-1960
1588,Salvador,Browning,2,06-12-2000
1589,Warren,Huerta,2,12-21-1979
1590,Leah,Clements,2,08-27-1999
1591,Sharon,Zavala,2,02-21-1961
1592,Christa,Peterson,2,02-19-1994
1593,Marcy,Costa,1,08-29-1967
1594,Yesenia,Duarte,1,11-17-1987
1595,Rocky,Haas,2,07-12-1954
1596,Trent,Huber,1,01-29-1983
1597,Yvonne,Weaver,2,10-25-1993
1598,Sarah,Howe,1,12-22-1989
1599,Herbert,Thornton,2,06-30-1987
1600,Charlotte,Khan,2,05-13-1966
1601,Jane,Golden,2,07-02-1985
1602,Terrance,Rangel,2,01-26-1953
1603,Hugh,Gordon,2,09-19-1991
1604,Kerry,Hunter,2,03-09-2006
1605,Carla,Graham,1,12-13-1977
1606,Darcy,Adams,1,12-08-1963
1607,Guillermo,Combs,2,03-26-1972
1608,Wade,Dickerson,,01-28-1988
1609,Andy,Alexander,2,12-07-2000
1610,Chadwick,Barrett,2,10-22-1983
1611,Curtis,Schwartz,2,08-08-1989
1612,Shanna,Higgins,1,09-28-1989
1613,Lloyd,Crosby,2,02-06-1998
1614,Kendrick,Riddle,2,06-23-1976
1615,Meredith,Branch,2,10-16-1996
1616,Martin,Rivas,1,10-11-1958
1617,Jennifer,Nunez,1,09-07-1999
1618,Lorenzo,Michael,1,09-21-1991
1619,Donovan,Foster,2,01-11-1953
1620,Harvey,Greene,1,06-21-2001
1621,Chastity,Fuentes,2,11-17-1956
1622,Carlos,Walls,1,
1623,Karl,Stephenson,1,04-10-1963
1624,Beth,Cunningham,1,02-10-1957
1625,Jamey,Michael,2,10-14-2007
1626,Dewayne,Ingram,1,12-31-1983
1627,Allen,Schmidt,1,01-06-1993
1628,Lawanda,Nichols,1,06-11-2007
1629,Frances,Mc Knight,2,03-21-1998
1630,Julia,Solomon,1,08-06-1977
1631,Jeannie,Brandt,2,08-06-1996
1632,Spencer,Patton,2,04-24-2003
1633,Margarita,Weiss,2,06-19-1960
1634,Devon,Blair,2,07-23-1961
1635,Raquel,Haynes,2,12-16-1989
1636,Terrance,Bailey,1,12-19-1996
1637,Amelia,Friedman,1,05-15-1986
1638,Monique,Bradford,1,06-09-1957
1639,Erick,Eaton,2,11-22-1966
1640,Emily,Roberson,2,07-28-1979
1641,Colby,Glass,2,09-19-1959
1642,Darnell,Wu,1,06-16-1970
1643,Lillian,Atkins,1,10-07-1980
1644,Marcia,Henson,2,07-06-2007
1645,Stephen,Lamb,2,02-28-2004
1646,Michele,Combs,2,01-19-1963
1647,Bridgett,Weber,1,05-25-1979
1648,Francis,Levine,1,01-12-2004
1649,Trevor,Young,1,03-06-1999
1650,Alex,Quinn,1,01-30-1999
1651,Stacy,Greer,1,09-30-2003
1652,Priscilla,Daniel,1,05-24-1991
1653,Kirsten,Snow,1,02-04-1955
1654,Molly,Gibson,1,12-12-1989
1655,Dewayne,Olson,2,01-08-1994
1656,Randall,Cisneros,2,06-26-1962
1657,Jeanne,James,1,03-25-1975
1658,Tonia,Odom,2,12-15-2003
1659,Jeremiah,Joseph,2,12-06-1991
1660,Grace,Ibarra,2,03-11-1975
1661,Ron,Haley,2,12-06-1992
1662,Jeanine,Singh,1,06-28-1964
1663,Demond,Boyer,1,01-04-1982
1664,Suzanne,Simon,2,06-25-1963
1665,Amelia,Mc Gee,2,05-04-1957
1666,Darryl,Haley,2,06-28-1988
1667,Tonia,Vaughan,1,02-20-1982
1668,Camille,Juarez,2,03-08-1981
1669,Miguel,Dillon,1,02-22-1961
1670,Corey,Booker,1,07-04-1987
1671,Marilyn,Woodard,1,06-04-1963
1672,Tonia,Whitehead,1,05-05-1954
1673,Jonathon,Bryant,1,10-16-1985
1674,Meredith,Hess,1,02-24-1965
1675,Melissa,De Leon,,04-23-2001
1676,Neal,Crane,1,01-06-1984
1677,Matthew,Weaver,2,02-10-1984
1678,Frankie,Cooke,2,10-05-1963
1679,Gary,Snow,1,12-12-1960
1680,Brendan,Harper,1,09-25-1997
1681,Amy,Hansen,1,08-08-1957
1682,Teri,Montgomery,1,12-24-1996
1683,Katina,Vasquez,1,04-07-1961
1684,Arnold,Atkinson,2,02-18-2007
1685,Summer,Ferguson,1,11-05-1981
1686,Spencer,Lara,2,03-16-1958
1687,Clarissa,House,2,03-21-2001
1688,Mindy,Potter,2,07-08-1978
1689,Kim,Williamson,2,07-15-1975
1690,Brenda,Marsh,2,06-22-1980
1691,Jana,Forbes,2,09-28-1974
1692,Chadwick,Arellano,2,05-31-1990
1693,Derek,Greene,1,07-03-1973
1694,Lora,Hernandez,1,09-13-1999
1695,Priscilla,Merritt,1,08-21-1994
1696,Alejandro,Sharp,2,03-23-2003
1697,Scottie,Rogers,1,06-10-1996
1698,Kendra,Obrien,1,04-15-1970
1699,Eileen,Fields,1,03-04-2003
1700,Linda,Salas,1,09-01-1968
1701,Judy,Pruitt,1,11-28-1988
1702,Raul,Raymond,1,03-18-2006
1703,Clint,Bates,1,11-21-1995
1704,Johnnie,Ruiz,1,09-03-1964
1705,Harvey,Stafford,2,08-29-1988
1706,Cory,Arroyo,1,05-28-2002
1707,Maggie,Walters,1,08-08-1958
1708,Sonya,Moreno,2,12-09-1997
1709,Lucas,Suarez,2,08-19-1996
1710,Latoya,Barrett,2,01-03-1963
1711,Jerrod,Stephenson,1,05-16-1986
1712,Misty,Reyes,2,06-20-1964
1713,Beth,Fields,2,01-03-1996
1714,Terrence,Wells,1,03-12-2002
1715,Jean,Floyd,1,08-03-1970
1716,Lester,Huffman,1,12-12-2003
1717,Laura,Weber,2,03-23-1956
1718,Mike,Young,2,11-16-1982
1719,Alejandro,Carpenter,2,08-18-1989
1720,Ramon,Waller,1,02-17-2007
1721,Adrienne,Sullivan,1,04-09-1995
1722,Joyce,Chang,2,08-15-1956
1723,Bruce,Payne,2,08-26-1958
1724,Sam,Webb,2,08-31-1988
1725,Alfonso,Villegas,1,10-07-1965
1726,Courtney,Mahoney,1,01-03-1981
1727,Autumn,Lindsey,2,11-01-1988
1728,Tina,Reynolds,2,02-01-1994
1729,Latonya,Pugh,1,07-06-1978
1730,Lindsey,Foster,1,01-31-2006
1731,Marcia,Conrad,2,07-27-1995
1732,Kerry,Lucero,,10-28-1966
1733,Ryan,Pruitt,2,08-02-1968
1734,Quincy,Roberts,2,04-11-2000
1735,Brenda,Yates,1,10-29-1961
1736,Mason,Griffith,1,05-23-1959
1737,Ivan,Odom,1,02-03-1954
1738,Lawrence,Hernandez,1,08-03-2004
1739,Dianna,Cordova,1,06-23-1971
1740,Alexander,Haynes,2,06-09-1987
1741,Sharon,Bishop,1,08-08-2007
1742,Frederick,Foley,1,04-12-1956
1743,Anitra,Hull,2,11-17-1989
1744,Clifford,Benitez,2,07-12-1965
1745,Cynthia,Blackburn,2,02-06-2002
1746,James,Arellano,2,04-10-1963
1747,Dianna,Pitts,1,05-27-2002
1748,Cesar,Butler,1,04-23-1979
1749,Marlene,Serrano,1,02-11-1982
1750,Isaac,Reyes,1,09-08-1998
1751,Billie,Gibson,2,12-31-1999
1752,Natalie,Hall,1,07-27-1966
1753,Beverly,Harris,2,08-27-1988
1754,Damion,Espinoza,1,01-14-2004
1755,Naomi,Gallegos,2,05-24-1981
1756,Eileen,Byrd,2,04-15-1985
1757,Brad,Pitts,1,07-23-2000
1758,Matthew,Dixon,1,03-23-1960
1759,Charity,Aguilar,1,11-26-2006
1760,Meredith,Donaldson,2,08-26-1960
1761,Joanna,Hale,1,07-28-1966
1762,Joel,Dixon,1,07-05-1972
1763,Gerard,Mckinney,1,06-06-1972
1764,Marianne,Larsen,2,07-19-1998
1765,Clint,Trujillo,2,06-08-1975
1766,April,Knox,2,07-19-1972
1767,Diane,Padilla,2,11-18-2003
1768,Kenneth,Lawrence,1,09-23-2003
1769,Harry,Pitts,2,05-14-1993
1770,Mia,Barnes,2,03-14-1964
1771,Monica,Stephenson,1,11-08-2002
1772,Irene,Bishop,1,08-19-1959
1773,Chadwick,Harrison,1,05-27-1964
1774,Michael,Moyer,1,03-12-1955
1775,Kent,Macias,1,07-12-2007
1776,Latasha,Pope,2,12-29-1991
1777,Iris,Henson,2,09-27-1974
1778,Elias,George,1,02-13-2001
1779,Leo,Gregory,,07-25-1994
1780,Irene,Anderson,2,06-30-1955
1781,Lakesha,Romero,1,08-09-1986
1782,Cassie,Rodgers,1,07-13-1962
1783,Sherrie,Davenport,1,12-22-1964
1784,Jami,Bartlett,1,10-27-1987
1785,Malcolm,Mooney,2,02-01-1959
1786,Mary,Ellison,1,01-01-1982
1787,Calvin,Cherry,1,03-01-1986
1788,Shelia,Cummings,1,07-19-1972
1789,Tanya,Lloyd,1,11-19-1971
1790,Aisha,Weaver,2,07-14-1984
1791,Rochelle,Stout,2,10-29-1966
1792,Molly,Michael,2,11-12-2001
1793,Denise,Boyle,2,09-07-2005
1794,Charity,Davis,2,10-28-1963
1795,Anne,Williams,2,11-13-1973
1796,Gregg,Hughes,1,02-04-1988
1797,Alfonso,Hanson,1,11-06-1991
1798,Chasity,Daniels,2,05-01-1999
1799,Christie,Parsons,2,02-02-1998
1800,Kelley,Fisher,1,07-21-1982
1801,Sheldon,Wall,1,05-23-1967
1802,Irene,Campos,1,09-02-2006
1803,George,Chan,1,12-08-1993
1804,Bryce,Barton,1,12-01-1970
1805,Eduardo,Potter,1,10-30-2003
1806,Sean,Richmond,2,05-15-1993
1807,Frankie,Booker,2,03-03-1955
1808,Armando,Romero,2,06-18-1986
1809,Kristi,Woodard,1,07-04-2004
1810,Maria,Bailey,1,05-26-1997
1811,Gena,Wiggins,1,07-20-1963
1812,Casey,Brady,2,06-09-2007
1813,Luis,Tapia,1,08-29-1973
1814,Sheldon,Carroll,1,05-29-2004
1815,Dustin,Sloan,2,01-17-1982
1816,Greg,Terrell,1,01-16-1957
1817,Ismael,Rosales,1,07-14-1960
1818,Elaine,Huffman,1,08-09-1992
1819,Brenda,Wyatt,2,06-17-1992
1820,Kristen,Hendricks,2,06-06-2001
1821,Regina,Giles,2,05-19-1994
1822,Shanda,Braun,2,05-02-1984
1823,Jenny,Solomon,1,11-05-1984
1824,,De Leon,1,10-31-1961
1825,Marianne,Cortez,1,05-15-2005
1826,Karrie,Yu,1,12-28-1953
1827,Judy,Saunders,1,12-11-1961
1828,Jody,Stevens,1,07-31-1953
1829,Yvette,Haley,2,04-28-1989
1830,John,Kirk,1,06-07-1972
1831,Derick,Obrien,1,02-23-1953
1832,Alvin,Robles,1,05-29-1983
1833,Jill,House,2,01-13-1956
1834,Jennifer,Perkins,2,01-04-1965
1835,Donnell,Frank,2,02-07-1996
1836,Heath,Pruitt,1,12-06-1987
1837,James,Hooper,1,08-03-1976
1838,Donnell,West,1,01-21-2002
1839,Mitchell,Jennings,1,12-28-1991
1840,Loren,Foster,2,09-17-1973
1841,Casey,Best,2,11-02-1979
1842,Judy,Mc Lean,1,09-13-2007
1843,Sonya,Eaton,2,01-14-1976
1844,Jean,Hodges,1,06-24-1982
1845,Cameron,Morrow,2,12-27-1973
1846,Tammi,Fleming,2,05-22-1967
1847,Charlie,Odom,2,03-17-1981
1848,Lora,Phelps,2,04-11-1954
1849,Leigh,Fields,2,10-10-1989
1850,Debbie,Nguyen,1,10-28-1969
1851,Glenda,Flynn,1,07-23-1980
1852,Toby,Dillon,2,03-28-2007
1853,Leo,Wilkinson,1,11-15-1959
1854,Kristina,Roach,1,08-27-2004
1855,Taryn,Ortega,2,03-03-1996
1856,Janelle,Mathis,2,01-20-1991
1857,Steven,Shannon,2,10-29-1974
1858,Joseph,Key,2,02-07-1985
1859,Lorena,Bennett,1,07-17-1973
1860,Terra,Holloway,1,11-03-2002
1861,Angelo,Carrillo,2,06-05-1984
1862,Alexis,Reilly,1,08-03-1954
1863,Courtney,Rios,2,02-19-2005
1864,Trent,West,1,01-27-1985
1865,Johnathan,Arroyo,2,04-02-1997
1866,Adrienne,Wagner,2,02-21-1988
1867,Beth,Kane,1,05-28-2004
1868,Dina,Camacho,1,08-25-1961
1869,Jasmine,Hendricks,1,04-23-1961
1870,Henry,Davis,2,02-11-2002
1871,Brett,Wilson,1,06-13-1988
1872,Bryce,Sparks,2,06-23-1966
1873,Kendrick,Wade,2,08-14-1953
1874,Demetrius,Hess,2,10-01-1971
1875,Mia,Ponce,1,08-05-1974
1876,Darcy,,1,09-05-1994
1877,Marcia,Green,2,04-19-1961
1878,Bridgette,Beck,2,05-15-1955
1879,Chadwick,Estrada,2,11-04-1995
1880,Ricky,Bray,1,
1881,Terrell,Torres,1,12-26-1990
1882,Ruth,Daugherty,2,10-12-1980
1883,Kenny,Herring,2,09-01-1960
1884,Dewayne,Sosa,2,10-20-1971
1885,Marianne,Ayers,1,07-01-1972
1886,Arturo,Jenkins,1,11-15-1999
1887,Megan,Dickerson,2,11-27-1953
1888,Blake,Beltran,2,07-15-1976
1889,Eddie,Ward,1,05-17-1959
1890,Tamara,Villegas,1,11-02-1976
1891,Ginger,Chung,1,01-18-1958
1892,Tia,Hill,1,02-07-1966
1893,Jeanette,Zavala,2,06-25-1999
1894,Herman,Green,2,07-07-1981
1895,Gary,Mcfarland,1,02-22-1997
1896,Staci,Marks,2,04-13-1997
1897,Brandie,Wood,2,04-01-1978
1898,Julia,Sparks,2,07-25-1955
1899,Frankie,Conley,2,12-17-1998
1900,Nakia,Rosales,2,03-23-1993
1901,Kareem,Dennis,2,11-04-1993
1902,Victor,Preston,1,12-24-1970
1903,Nick,Jennings,1,07-23-1972
1904,Oliver,Ashley,1,12-17-2000
1905,Charity,Soto,1,08-29-1995
1906,Rhonda,Phillips,1,05-16-1989
1907,Marlene,Davis,1,01-31-1967
1908,Gwendolyn,Benson,1,08-15-2006
1909,Tanisha,Murphy,1,02-13-1996
1910,Thomas,Ayers,2,01-24-1983
1911,Marlon,Welch,2,06-29-1954
1912,Denise,Barrett,2,10-03-1982
1913,Raymond,Rodgers,1,06-16-1972
1914,Sally,Watson,2,04-05-1997
1915,Hector,Walker,1,07-21-1990
1916,Justin,Atkins,1,01-22-1975
1917,Martin,Dickerson,2,10-04-1976
1918,Travis,Cherry,2,10-14-1990
1919,Teresa,Clarke,1,08-21-1985
1920,Misti,White,1,03-13-1993
1921,Terrance,Greene,2,05-06-1996
1922,Quincy,Bishop,1,08-09-1964
1923,Adriana,Hood,1,01-12-1998
1924,Monica,Leach,2,10-22-1992
1925,Lee,Estes,2,04-05-1956
1926,Jamison,Branch,2,01-04-1989
1927,Elizabeth,Diaz,2,12-19-1996
1928,Shane,Townsend,1,12-15-1992
1929,Harry,Burnett,1,06-20-1964
1930,Tracy,Woodward,,06-19-1982
1931,Sheri,Dunlap,2,05-04-2004
1932,Leo,Collier,1,02-13-1992
1933,Nina,Bartlett,2,05-02-1970
1934,Scot,Hurst,1,02-21-1970
1935,Andres,Short,2,12-31-1954
1936,Margarita,Cortez,2,01-03-1973
1937,Shelly,Phelps,2,03-22-1961
1938,Dominic,Shea,1,09-14-1967
1939,Yvette,Castaneda,2,02-21-1984
1940,Hugh,Nielsen,2,02-15-1991
1941,Angie,Ross,2,10-15-1985
1942,Desiree,Davidson,1,04-14-1955
1943,Ebony,Blevins,2,05-31-1988
1944,Sergio,Welch,2,04-21-1984
1945,Leonardo,Johns,1,05-07-1975
1946,Johnnie,Anthony,2,04-17-1983
1947,Cynthia,Russo,1,08-22-2001
1948,Bobbie,Frye,1,03-23-1955
1949,Jesus,Wilson,2,12-17-1998
1950,Christa,Stone,2,02-02-1975
1951,Betty,Ramirez,1,07-10-1973
1952,Lakesha,Romero,1,06-18-1995
1953,Morgan,Miller,2,12-02-1977
1954,Ryan,Bryan,2,10-06-1958
1955,Samantha,Ball,1,11-15-2004
1956,Jamie,Crawford,1,03-29-1982
1957,Lindsey,Cole,1,12-10-1980
1958,Brad,Gates,1,10-01-1987
1959,Debra,Frey,1,09-14-1997
1960,Bobbie,Guerrero,1,08-25-1959
1961,Josephine,Riddle,1,05-26-2000
1962,Ted,Conley,1,02-14-1982
1963,Whitney,David,1,02-26-1995
1964,Pablo,Kelley,2,08-28-1966
1965,George,Cuevas,1,09-20-1986
1966,Lea,Villanueva,1,05-16-1970
1967,Lea,Decker,1,06-03-1965
1968,Brandie,Barry,1,04-27-1955
1969,Terrence,Holloway,2,04-06-1995
1970,Vincent,Suarez,1,07-19-1970
1971,Guillermo,Lee,1,11-02-1966
1972,Candy,Villarreal,2,01-21-1962
1973,Leo,Sutton,2,08-24-1959
1974,Sara,Winters,1,07-06-2002
1975,Ruth,Krause,1,05-29-1960
1976,Darrell,Huerta,1,01-24-1994
1977,Carolyn,Simon,1,03-09-1984
1978,Jaime,Chambers,2,09-23-1966
1979,Lance,Murphy,2,06-18-1970
1980,Johnny,Estrada,1,12-19-1980
1981,Joyce,Sutton,1,05-14-1995
1982,Myron,,2,09-30-1994
1983,Alonzo,Carpenter,2,12-29-2001
1984,Edith,Hubbard,1,05-18-1997
1985,,Mckinney,1,12-10-1961
1986,Raquel,Arroyo,2,11-18-1961
1987,Tammy,Macias,1,03-14-1967
1988,Alonzo,Gallegos,1,07-28-1964
1989,Jenny,Grant,1,04-07-1973
1990,Paula,Dominguez,2,10-03-1980
1991,Tommy,Navarro,2,01-24-2000
1992,Shad,Weber,1,06-21-1981
1993,Rocky,Osborn,1,12-30-1977
1994,Jodie,Jackson,1,06-29-1977
1995,Kristie,Leonard,1,09-20-1998
1996,Mark,Huynh,2,09-01-1956
1997,Sonya,Montoya,1,02-15-1968
1998,Wanda,Frank,2,10-05-1974
1999,Kellie,Henson,1,08-01-2005
